uuid,acq,activations,batch_size,date,dim_basis,dim_h1,dim_h2,embedding,epochs,group,immediate_regret,incumbent,lr,model,n_init,n_iter,name,nn_aggregator,nn_training,num_mcmc,num_nn,num_steps,obj_func,seed,weight_decay
75207a4a,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:40:08.765583,50,50,50,,1000,funcs,[-0.41324615],[-0.41324615],0.01,dngo,50,200,75207a4a--g-funcs-s-1-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-branin,max,fixed,0,10,200,branin,1,0.0001
7dd0cebe,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:44:40.466347,50,50,50,,1000,funcs,[3.08994582],[3.08994582],0.01,dngo,50,200,7dd0cebe--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-reset-nn-5-agg-average-init-50-k-200-f-hartmann6,average,retrain-reset,0,5,80,hartmann6,4,0.0001
7e71cef0,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:48:08.856867,50,50,50,,1000,funcs,[-0.89716981],[-0.89716981],0.01,gp,2,100,7e71cef0--g-funcs-s-1-f-cnn_cifar10-m-gp-init-2-k-100,median,fixed,0,1,100,cnn_cifar10,1,0.0
804878ce,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:53:26.319553,50,50,50,,1000,epoch,[0.00072309],[3.86205645],0.01,dngo,20,200,804878ce--g-epoch-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-e-1000-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0001
807e6ca6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:37.697558,50,50,50,,1000,funcs,[-0.4285117],[-0.4285117],0.01,dngo,50,200,807e6ca6--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-branin,median,fixed,0,1,200,branin,3,0.0001
826d9a0a,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:36.080725,50,50,50,,1000,funcs,[3.85895971],[3.85895971],0.01,dngo,50,200,826d9a0a--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-hartmann3,average,retrain,0,5,150,hartmann3,3,0.0001
82cf8dfc,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:15.393489,50,50,50,,1000,funcs,[2.01107015e-08],[6.02073998],0.01,dngo,50,200,82cf8dfc--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-forrester,median,retrain,0,1,200,forrester,1,0.0
82f87e74,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:44.053439,50,50,50,,1000,funcs,[0.00127572],[1.0303527],0.01,dngo,50,200,82f87e74--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-camelback,average,fixed,0,10,150,camelback,1,0.0
865ac4f2,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:09:19.901147,50,50,50,,1000,funcs,[2.6234158e-07],[6.02073974],0.01,dngo,50,200,865ac4f2--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-forrester,median,retrain-reset,0,1,200,forrester,1,0.0
870bc12c,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:43.806074,50,50,50,,1000,funcs,[0.22808559],[3.09428243],0.01,dngo,50,200,870bc12c--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-hartmann6,average,fixed,0,10,20,hartmann6,1,0.0
871c8740,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:23:14.795026,50,50,50,,1000,l2,[0.04051676],[-0.43840412],0.01,dngo,20,200,871c8740--g-l2-s-1-m-dngo-nnt-fixed-init-20-k-200-l2-0.001-f-branin,median,fixed,0,1,200,branin,1,0.001
87feed08,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:14.555542,50,50,50,,1000,funcs,[7.43765749e-09],[-0.04292635],0.01,dngo,50,200,87feed08--g-funcs-s-1-m-dngo-init-50-k-200-f-sinone,median,fixed,0,1,200,sinone,1,0.0
8857fddd,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:05:21.797918,50,50,50,,1000,funcs,[8.05868542e-06],[1.03162036],0.01,dngo,50,200,8857fddd--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-camelback,median,retrain-reset,0,1,200,camelback,1,0.0
88aa8892,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:42.241428,50,50,50,,1000,funcs,[3.86236645],[3.86236645],0.01,dngo,50,200,88aa8892--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-reset-init-50-k-200-f-hartmann3,median,retrain-reset,0,1,180,hartmann3,2,0.0001
896460f6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:45.169269,50,50,50,,1000,funcs,[0.01493827],[1.01669015],0.01,dngo,50,200,896460f6--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-camelback,average,retrain,0,10,160,camelback,1,0.0
89aaa54c,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:43:40.376748,50,50,50,,1000,funcs,[-0.41346418],[-0.41346418],0.01,dngo,50,200,89aaa54c--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-branin,average,retrain,0,5,200,branin,4,0.0001
89ccef01,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:43:08.455174,50,50,50,,1000,funcs,[2.06276919],[2.06276919],0.01,dngo,50,200,89ccef01--g-funcs-s-1-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-hartmann6,max,fixed,0,10,10,hartmann6,1,0.0001
8a868756,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:43:05.909979,50,50,50,,1000,funcs,[0.00212896],[3.86065057],0.01,dngo,50,200,8a868756--g-funcs-s-1-m-dngo-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0
8aa1c5b9,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:14.092169,50,50,50,,1000,funcs,[8.05868542e-06],[1.03162036],0.01,dngo,50,200,8aa1c5b9--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-camelback,median,retrain,0,1,200,camelback,1,0.0
8c6269e1,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:49:19.298657,50,50,50,,1000,funcs,[-0.0707],[-0.0707],0.01,dngo,20,100,8c6269e1--g-funcs-s-1-m-dngo-l2-0.0001-nnt-retrain-reset-init-20-k-100-f-logistic_regression_mnist,median,retrain-reset,0,1,100,logistic_regression_mnist,1,0.0001
8cf23d41,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:09.371098,50,50,50,,1000,funcs,[3.12291876],[3.12291876],0.01,dngo,50,200,8cf23d41--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-init-50-k-200-f-hartmann6,median,retrain,0,1,140,hartmann6,2,0.0001
8d695d12,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:29:50.018602,50,50,50,,1000,funcs,[1.47697946e-08],[-0.04292636],0.01,dngo,50,200,8d695d12--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-sinone,median,retrain-reset,0,1,200,sinone,1,0.0
8df3ec63,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.637330,50,50,50,,1000,funcs,[2.79305337e-06],[6.02073721],0.01,dngo,50,200,8df3ec63--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-forrester,average,retrain-reset,0,10,120,forrester,1,0.0
8ebe7af6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:15.721828,50,50,50,,1000,funcs,[0.04307876],[3.81970077],0.01,dngo,50,200,8ebe7af6--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-hartmann3,average,retrain,0,10,50,hartmann3,1,0.0
8f4db8cf,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.215193,50,50,50,,1000,funcs,[0.00907743],[1.02255099],0.01,dngo,50,200,8f4db8cf--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-camelback,average,retrain-reset,0,10,150,camelback,1,0.0
907d0709,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:56:20.939692,50,50,50,,1000,funcs,[0.00236548],[-0.00420815],0.01,dngo,50,200,907d0709--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-sintwo,average,fixed,0,10,70,sintwo,1,0.0
91437076,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:06.367760,50,50,50,,1000,funcs,[3.8627725],[3.8627725],0.01,gp,50,200,91437076--g-funcs-s-4-m-gp-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,4,0.0
91953e59,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:13:11.447911,50,50,50,,1000,funcs,[3.85903257],[3.85903257],0.01,dngo,50,200,91953e59--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-hartmann3,average,retrain,0,5,70,hartmann3,2,0.0001
9233fc6d,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:09.165258,50,50,50,,1000,funcs,[3.83946988],[3.83946988],0.01,dngo,50,200,9233fc6d--g-funcs-s-2-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-hartmann3,average,fixed,0,10,30,hartmann3,2,0.0001
93618d5f,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:06.740333,50,50,50,,1000,funcs,[3.86119876],[3.86119876],0.01,dngo,50,200,93618d5f--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-init-50-k-200-f-hartmann3,median,retrain,0,1,200,hartmann3,4,0.0001
937368b0,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:40:48.432606,50,50,50,,1000,funcs,[2.70498403e-07],[3.86277926],0.01,gp,50,200,937368b0--g-funcs-s-1-m-gp-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0
94c32077,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:43:43.908958,50,50,50,,1000,funcs,[5.1704504e-06],[6.02073483],0.01,dngo,50,200,94c32077--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-forrester,average,fixed,0,10,120,forrester,1,0.0
95cc6309,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:14.183454,50,50,50,,1000,funcs,[7.15985468e-05],[3.86270793],0.01,dngo,50,200,95cc6309--g-funcs-s-1-m-dngo-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0
960cb6d0,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:11:09.968803,50,50,50,,1000,funcs,[-0.39788765],[-0.39788765],0.01,gp,50,200,960cb6d0--g-funcs-s-2-m-gp-init-50-k-200-f-branin,median,fixed,0,1,170,branin,2,0.0
96e1b789,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:44.979860,50,50,50,,1000,funcs,[0.01360762],[-0.01545029],0.01,dngo,50,200,96e1b789--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-sintwo,average,retrain,0,10,60,sintwo,1,0.0
9715adac,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:36.415241,50,50,50,,1000,funcs,[3.85651404],[3.85651404],0.01,dngo,50,200,9715adac--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-hartmann3,median,fixed,0,1,150,hartmann3,3,0.0001
999161aa,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:14.082830,50,50,50,,1000,funcs,[0.02630201],[3.29606601],0.01,dngo,50,200,999161aa--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-hartmann6,median,retrain,0,1,120,hartmann6,1,0.0
9a42059d,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:18:08.258937,50,50,50,,1000,funcs,[3.18755152],[3.18755152],0.01,dngo,50,200,9a42059d--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-reset-nn-5-agg-average-init-50-k-200-f-hartmann6,average,retrain-reset,0,5,110,hartmann6,2,0.0001
9d1c62a4,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:37:32.892999,50,50,50,,1000,funcs,[0.00636146],[3.85641807],0.01,dngo,50,200,9d1c62a4--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-hartmann3,average,fixed,0,10,40,hartmann3,1,0.0
a0bb6e94,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:15.459781,50,50,50,,1000,funcs,[1.62709662e-06],[-1.62709662e-06],0.01,dngo,50,200,a0bb6e94--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-levy,median,retrain,0,1,200,levy,1,0.0
a26e12f5,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:38:40.511255,50,50,50,,1000,funcs,[-0.42693386],[-0.42693386],0.01,dngo,50,200,a26e12f5--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-branin,max,fixed,0,10,200,branin,3,0.0001
a4269715,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:53:24.793593,50,50,50,,1000,epoch,[0.00080289],[-0.39869025],0.01,dngo,20,200,a4269715--g-epoch-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-e-1000-f-branin,median,fixed,0,1,200,branin,1,0.0001
a44c1874,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:40:48.297417,50,50,50,,1000,funcs,[0.00222877],[-0.00407144],0.01,gp,50,200,a44c1874--g-funcs-s-1-m-gp-init-50-k-200-f-sintwo,median,fixed,0,1,200,sintwo,1,0.0
a56cb708,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:51:02.972181,50,50,50,,1000,funcs,[2.15941437e-07],[6.02073978],0.01,dngo,50,200,a56cb708--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-forrester,average,fixed,0,10,140,forrester,1,0.0
a63977d8,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:45.003387,50,50,50,,1000,funcs,[1.94979031e-06],[6.02073805],0.01,dngo,50,200,a63977d8--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-forrester,average,retrain,0,10,120,forrester,1,0.0
a6896701,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:40:47.004300,50,50,50,,1000,funcs,[1.68589157e-05],[-0.39790422],0.01,gp,50,200,a6896701--g-funcs-s-1-m-gp-init-50-k-200-f-branin,median,fixed,0,1,200,branin,1,0.0
a6d040aa,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:22:58.880486,50,50,50,,1000,funcs,[0.02375857],[-0.42164592],0.01,dngo,50,200,a6d040aa--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-branin,average,fixed,0,10,200,branin,1,0.0
a75cacdd,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:37.073456,50,50,50,,1000,funcs,[2.52242372],[2.52242372],0.01,dngo,50,200,a75cacdd--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-hartmann6,average,fixed,0,10,10,hartmann6,3,0.0001
a934b3cf,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:28:06.725203,50,50,50,,1000,l2,[0.01038785],[-0.40827521],0.01,dngo,20,200,a934b3cf--g-l2-s-1-m-dngo-nnt-fixed-init-20-k-200-l2-0.0001-f-branin,median,fixed,0,1,200,branin,1,0.0001
ad959960,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:42.397272,50,50,50,,1000,funcs,[-0.39968184],[-0.39968184],0.01,dngo,50,200,ad959960--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-branin,average,retrain,0,5,200,branin,2,0.0001
aec38dbe,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.415456,50,50,50,,1000,funcs,[0.00352959],[-0.00537226],0.01,dngo,50,200,aec38dbe--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-sintwo,average,retrain-reset,0,10,70,sintwo,1,0.0
aeccf81d,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:05.159066,50,50,50,,1000,funcs,[3.76114328],[3.76114328],0.01,dngo,50,200,aeccf81d--g-funcs-s-4-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-hartmann3,average,fixed,0,10,30,hartmann3,4,0.0001
af792b32,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:50:33.063105,50,50,50,,1000,funcs,[0.04208544],[0.98954298],0.01,dngo,50,200,af792b32--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-camelback,average,fixed,0,10,150,camelback,1,0.0
b25e9dc6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:50:35.685489,50,50,50,,1000,funcs,[5.57666846e-08],[6.02074006],0.01,dngo,50,200,b25e9dc6--g-funcs-s-1-m-dngo-init-50-k-200-f-forrester,median,fixed,0,1,200,forrester,1,0.0
b34df176,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:14.671555,50,50,50,,1000,funcs,[0.00964284],[-0.4075302],0.01,dngo,50,200,b34df176--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-branin,median,retrain,0,1,200,branin,1,0.0
b354b7d7,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:36.462219,50,50,50,,1000,funcs,[0.00581761],[3.85696192],0.01,dngo,50,200,b354b7d7--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-hartmann3,average,retrain-reset,0,10,50,hartmann3,1,0.0
b4f10c8e,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:40:47.218456,50,50,50,,1000,funcs,[0.73404002],[-0.73404002],0.01,gp,50,200,b4f10c8e--g-funcs-s-1-m-gp-init-50-k-200-f-bohachevsky,median,fixed,0,1,130,bohachevsky,1,0.0
b568ae04,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:36.711275,50,50,50,,1000,funcs,[3.85913851],[3.85913851],0.01,dngo,50,200,b568ae04--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-init-50-k-200-f-hartmann3,median,retrain,0,1,200,hartmann3,3,0.0001
b58a2262,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:15.708298,50,50,50,,1000,funcs,[6.02831311e-05],[-0.00190295],0.01,dngo,50,200,b58a2262--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-sintwo,median,retrain,0,1,200,sintwo,1,0.0
b61ff21c,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:49:33.172382,50,50,50,,1000,funcs,[-0.0602],[-0.0602],0.01,gp,20,100,b61ff21c--g-funcs-s-1-m-gp-init-20-k-100-f-logistic_regression_mnist,median,fixed,0,1,100,logistic_regression_mnist,1,0.0
b65fe57b,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:18:08.359289,50,50,50,,1000,funcs,[3.10730159],[3.10730159],0.01,dngo,50,200,b65fe57b--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-hartmann6,average,retrain,0,5,110,hartmann6,2,0.0001
b6ad48ba,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.410257,50,50,50,,1000,funcs,[0.17964336],[-0.17964336],0.01,dngo,50,200,b6ad48ba--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-rosenbrock,average,retrain-reset,0,10,200,rosenbrock,1,0.0
b767eff2,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:53:25.158180,50,50,50,,10000,epoch,[0.0405183],[3.82226123],0.01,dngo,20,200,b767eff2--g-epoch-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-e-10000-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0001
b9165e8e,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:44:07.930086,50,50,50,,1000,funcs,[3.8604275],[3.8604275],0.01,dngo,50,200,b9165e8e--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-hartmann3,average,retrain,0,5,160,hartmann3,4,0.0001
b9c4c6ff,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:50:48.001865,50,50,50,,1000,funcs,[5.14984147],[-5.14984147],0.01,dngo,50,200,b9c4c6ff--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-bohachevsky,average,fixed,0,10,200,bohachevsky,1,0.0
bd09309f,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:13:49.893153,50,50,50,,1000,funcs,[4.66726524],[-4.66726524],0.01,dngo,50,200,bd09309f--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-bohachevsky,median,retrain-reset,0,1,200,bohachevsky,1,0.0
bd56d5d6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:43:43.008873,50,50,50,,1000,funcs,[3.05362357],[3.05362357],0.01,dngo,50,200,bd56d5d6--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-reset-nn-5-agg-average-init-50-k-200-f-hartmann6,average,retrain-reset,0,5,70,hartmann6,3,0.0001
bed83262,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:58:32.033040,50,50,50,,1000,funcs,[0.01039169],[-0.01223436],0.01,dngo,50,200,bed83262--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-sintwo,average,fixed,0,10,60,sintwo,1,0.0
c03927bd,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:34.950117,50,50,50,,1000,funcs,[3.65037816],[3.65037816],0.01,dngo,50,200,c03927bd--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-hartmann3,average,fixed,0,10,20,hartmann3,3,0.0001
c0bd835e,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:49:40.939503,50,50,50,,1000,funcs,[-0.89714346],[-0.89714346],0.01,dngo,2,100,c0bd835e--g-funcs-s-1-f-cnn_cifar10-m-dngo-l2-0.0001-nnt-retrain-reset-init-2-k-100,median,retrain-reset,0,1,30,cnn_cifar10,1,0.0001
c11008bc,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 17:07:33.436667,50,50,50,,1000,funcs,[0.0595],[-0.0595],0.01,gp,20,100,c11008bc--g-funcs-s-1-m-gp-init-20-k-100-f-logistic_regression_mnist,median,fixed,0,1,90,logistic_regression_mnist,1,0.0
